9123 224
60 77 75
78 62 76
83 80 68
79 76 63
70 84 76
61 71 67
82 90 69
71 85 62
69 73 63
82 79 80
80 78 78
84 88 81
65 61 86
71 80 64
64 77 78
76 69 79
65 79 84
62 77 70
76 88 76
62 74 65
65 70 77
83 65 63
86 62 73
86 73 70
73 61 83
60 61 84
73 85 62
85 75 76
64 89 87
79 70 89
80 86 66
80 67 72
69 82 75
74 72 67
77 80 69
81 74 74
60 86 64
63 87 81
62 60 82
68 74 71
62 69 73
79 90 71
73 71 63
68 64 83
61 69 66
88 86 83
80 78 77
63 76 79
71 60 66
72 70 65
77 79 60
69 88 90
61 84 85
77 82 60
62 64 90
87 71 75
73 65 71
79 62 63
81 62 73
65 84 60
85 72 62
63 72 66
76 70 72
67 61 87
88 87 68
85 81 83
82 86 71
77 66 90
72 64 66
80 87 79
71 87 68
71 74 65
80 80 66
80 66 61
77 62 73
73 76 62
77 78 90
67 74 90
82 76 73
75 85 64
61 88 68
63 82 61
88 70 89
61 71 63
72 68 77
67 90 75
85 73 68
69 85 82
65 70 76
61 89 83
66 89 72
88 71 84
68 80 89
65 77 65
89 61 60
64 62 63
73 71 70
72 72 60
89 88 84
76 83 71
77 77 75
86 85 79
61 85 83
83 89 60
63 61 81
86 74 79
83 90 74
86 79 78
64 61 76
86 89 63
75 78 79
71 62 78
65 71 60
90 89 69
85 66 72
77 65 63
80 83 77
61 71 81
79 81 62
75 82 86
64 73 85
65 66 85
67 75 78
86 70 63
77 82 69
61 72 82
70 86 66
88 88 79
62 75 80
71 83 77
64 73 89
82 69 71
63 67 61
83 73 61
89 83 60
73 85 76
64 82 67
73 85 65
67 69 86
81 63 82
60 79 61
67 86 79
71 70 60
62 74 86
80 62 85
65 85 88
73 61 67
77 71 73
67 84 88
68 70 69
64 60 70
64 62 61
71 61 89
69 80 83
74 69 73
88 79 65
79 83 85
80 66 66
78 62 69
76 80 66
66 90 79
82 67 77
65 88 70
88 62 79
71 87 69
85 70 63
61 67 90
79 63 60
68 82 78
60 76 77
64 69 83
71 67 82
75 62 75
70 87 79
71 85 62
64 89 78
86 73 68
83 67 78
67 86 73
72 83 67
84 86 73
68 87 71
78 75 70
68 84 71
87 66 71
75 61 82
66 82 63
76 77 90
61 75 85
81 64 89
63 82 76
83 72 63
73 67 70
67 60 71
63 60 70
90 74 75
74 77 70
90 73 70
90 80 66
80 66 88
86 78 87
89 82 61
65 76 88
69 76 73
84 62 66
62 90 79
84 67 77
60 70 88
89 89 61
62 68 67
73 64 68
68 60 87
86 81 84
85 85 69
71 90 73
86 66 81
64 76 88
71 81 82
89 67 72
60 88 90
84 80 84
61 65 63
85 90 86
65 68 84
76 79 67
88 71 67
73 74 87
66 82 88
71 75 60
79 89 83
74 88 81
65 63 65
76 83 82
68 90 88
74 67 74
88 76 89
80 82 70
70 73 77
64 60 72
88 90 63
73 61 79
73 64 90
62 81 72
81 86 80
70 67 63
65 64 86
80 65 89
64 84 63
90 78 67
89 75 63
85 75 61
85 77 68
68 77 84
64 86 70
76 79 83
80 80 81
77 74 90
77 67 73
83 74 85
66 86 88
83 74 87
76 79 63
86 83 70
71 82 68
90 76 70
76 80 67
89 73 87
61 79 86
89 66 74
80 69 75
62 60 89
62 87 83
82 70 82
78 62 61
90 82 83
78 65 85
82 65 72
83 89 62
84 76 90
72 61 60
71 64 89
61 63 76
83 81 78
69 86 86
75 81 87
61 76 82
61 69 72
69 63 88
85 81 72
83 87 84
66 67 82
85 72 85
84 76 71
72 82 86
77 88 79
68 68 90
66 67 75
72 61 81
65 84 73
89 85 89
68 66 69
85 65 67
82 73 81
85 84 88
90 71 64
87 90 64
69 68 62
66 72 88
63 66 89
68 89 73
66 89 72
82 79 66
87 88 85
76 81 68
79 67 69
73 85 77
74 63 80
72 83 80
73 64 83
64 89 81
75 89 81
75 88 80
81 75 82
60 76 89
71 65 85
60 70 69
66 81 78
88 79 84
60 61 88
62 88 62
68 78 90
64 73 87
72 72 88
87 63 80
89 71 64
73 86 71
63 67 84
72 84 66
71 68 62
62 66 71
80 66 84
78 63 72
65 61 71
90 73 81
86 78 84
74 87 65
80 70 69
82 66 81
90 87 76
70 90 90
84 80 80
79 70 89
78 68 86
64 73 86
60 74 90
61 77 79
81 82 83
88 90 64
78 71 86
72 68 68
77 70 80
77 84 69
87 64 61
84 60 60
89 90 74
82 77 77
80 69 62
65 65 82
87 69 82
63 64 62
80 69 80
77 81 61
65 90 80
84 70 87
90 80 86
65 63 61
87 60 87
63 74 77
72 78 82
87 88 63
81 61 90
84 61 90
71 82 88
77 84 70
63 84 74
69 77 63
80 83 72
63 69 73
70 73 82
65 70 75
61 75 83
60 63 88
60 70 72
73 83 66
68 77 90
72 88 87
87 82 79
65 78 86
84 70 90
86 71 64
63 75 77
65 60 69
90 65 85
74 87 78
74 84 82
77 81 81
83 61 66
65 73 66
63 78 90
66 69 81
88 70 79
89 79 67
70 65 75
80 68 81
79 80 85
66 60 73
90 71 65
79 73 73
71 70 85
76 61 82
74 80 66
85 73 69
90 71 62
61 62 76
84 83 86
69 75 64
79 76 80
77 62 64
89 79 70
80 77 74
80 84 74
66 78 69
65 72 83
83 67 81
87 72 77
66 82 74
73 73 81
72 73 66
69 70 70
88 60 80
81 89 76
78 76 66
72 69 65
62 69 74
86 85 85
72 82 75
70 89 90
69 86 76
70 77 74
83 69 71
76 78 73
65 68 61
80 73 60
76 75 85
79 67 82
80 64 64
65 74 63
88 89 89
74 80 77
74 60 68
79 83 72
73 66 78
61 81 75
68 85 79
71 80 60
88 88 89
85 69 76
66 71 78
73 81 85
75 72 61
90 74 75
60 86 83
62 66 77
72 82 86
68 88 66
85 70 79
83 87 70
87 68 64
79 62 83
86 83 80
89 78 66
82 68 84
71 77 71
70 81 71
73 83 68
83 86 90
80 89 82
64 63 90
65 78 80
70 64 69
84 67 81
73 87 84
76 73 67
62 61 77
62 83 60
61 74 82
65 73 76
71 70 72
74 62 80
74 76 88
69 76 89
73 78 70
60 89 73
89 72 68
61 61 85
74 89 74
63 72 61
62 83 84
86 67 61
86 72 68
89 70 71
80 77 88
78 77 73
65 66 75
63 64 73
77 89 78
74 74 61
62 80 60
84 65 67
89 65 83
90 75 87
79 86 77
84 62 87
83 66 68
90 77 82
81 82 82
90 85 87
80 75 85
74 64 73
85 61 83
90 87 77
63 62 64
70 64 65
87 80 74
82 85 74
71 85 71
72 90 76
74 84 87
89 61 84
85 65 88
61 71 84
84 86 89
64 88 83
77 85 66
72 67 77
87 68 73
74 86 66
74 62 74
88 79 68
89 63 86
80 67 69
78 73 62
82 67 76
84 63 79
77 67 62
71 81 88
88 90 65
71 75 69
62 72 81
62 80 72
68 82 82
90 68 88
80 89 82
78 66 69
85 81 77
78 73 85
88 89 69
72 66 73
66 80 72
71 79 89
74 85 87
69 79 69
75 80 64
80 90 61
72 61 78
86 89 76
79 85 79
67 76 66
76 81 63
85 69 60
82 69 77
80 74 75
71 78 67
76 64 61
76 88 82
82 85 86
65 70 64
60 67 87
83 82 83
88 64 71
73 76 70
86 85 63
86 77 66
80 80 79
85 71 77
77 80 61
85 85 68
85 74 64
60 64 88
64 73 68
68 84 77
77 68 80
60 89 65
80 88 83
79 63 65
75 72 88
81 65 89
70 77 68
90 88 73
76 74 61
65 85 87
78 77 85
74 80 67
75 90 90
68 64 82
80 63 71
89 64 85
73 80 62
62 67 60
76 64 70
84 79 82
67 80 84
63 73 60
60 75 72
89 72 63
70 63 77
85 79 70
85 87 87
81 77 87
76 81 87
61 89 77
83 79 83
61 85 70
77 63 85
77 89 89
86 83 87
70 88 78
89 88 84
60 77 79
78 84 67
83 89 77
62 61 81
87 64 70
80 81 73
63 90 86
88 64 87
82 62 80
66 83 66
67 73 67
79 90 68
88 61 79
79 73 65
71 67 76
88 87 86
66 85 82
74 74 78
66 76 87
70 89 72
63 90 70
73 77 68
84 73 82
89 65 62
60 72 64
61 68 75
87 73 81
60 71 78
73 86 81
82 79 72
88 82 65
73 87 63
90 65 70
75 62 67
83 80 67
90 88 81
83 80 60
60 61 88
83 60 78
75 60 75
90 88 72
73 89 86
71 78 64
73 74 81
75 68 68
61 74 63
84 68 72
67 81 68
79 69 85
73 79 60
76 73 67
62 83 71
71 67 69
90 68 80
78 65 85
62 89 60
78 69 76
69 70 81
76 70 87
73 77 78
88 60 82
88 80 88
63 72 63
82 60 72
67 61 66
88 62 84
88 89 85
88 85 81
67 62 72
86 70 80
77 89 66
63 77 82
63 75 65
70 86 90
64 87 67
62 60 70
75 66 77
75 74 69
60 60 80
66 88 79
87 69 81
72 81 72
80 66 90
73 64 83
75 72 63
69 68 90
87 79 89
88 85 73
83 67 85
65 85 70
70 79 79
76 80 85
68 62 65
73 79 65
82 63 67
71 88 68
60 90 82
72 71 89
89 83 73
72 71 64
83 85 79
80 71 62
74 86 83
63 89 71
65 82 71
63 83 72
78 82 74
69 65 79
79 66 69
89 65 74
84 84 74
69 67 85
85 88 75
87 63 83
73 62 73
64 73 81
68 77 85
62 89 73
79 69 76
72 74 64
89 63 82
71 66 66
73 61 68
88 74 87
66 80 72
85 85 75
67 78 87
78 72 82
75 78 82
82 75 80
69 69 66
62 62 61
70 68 82
75 64 87
89 72 86
90 89 87
65 73 61
79 74 64
70 85 70
86 77 68
88 77 79
70 85 82
68 66 90
67 88 86
80 82 79
88 66 68
86 89 80
76 64 68
65 85 74
61 89 90
81 74 83
77 81 65
70 69 69
63 88 85
75 74 70
71 84 71
68 88 82
70 76 85
79 88 87
65 69 85
62 71 72
89 64 84
69 88 72
75 64 67
69 76 76
63 87 81
85 84 80
76 65 70
73 68 87
80 69 75
68 73 90
62 86 70
66 62 90
81 76 88
79 78 88
83 76 74
75 68 88
84 67 87
69 75 85
81 80 68
86 84 87
79 71 86
80 80 87
84 65 89
71 75 63
69 74 64
87 82 64
62 81 86
69 79 86
80 63 68
63 83 63
77 60 76
74 86 65
90 64 79
74 89 75
83 81 70
83 70 62
75 66 72
65 75 74
65 64 80
63 84 80
89 76 70
85 66 71
76 67 61
79 72 75
79 86 73
88 73 78
67 71 76
69 78 74
63 81 83
68 60 81
87 80 66
74 77 67
83 60 87
60 61 80
82 65 61
70 79 85
85 76 78
71 77 70
89 72 65
79 84 66
66 60 71
64 78 60
78 80 70
79 88 63
69 64 68
74 78 66
78 68 83
77 68 73
62 70 68
81 73 75
77 73 61
62 90 69
65 61 73
83 81 73
83 85 74
86 69 60
83 72 77
78 89 65
80 81 73
72 70 69
87 77 65
90 82 67
69 82 89
75 60 84
64 63 85
81 66 70
66 76 78
89 82 81
71 73 83
76 89 67
69 86 67
87 83 62
66 88 72
73 64 89
79 82 76
61 89 74
86 66 87
80 70 66
81 67 83
79 78 72
70 63 60
89 81 79
64 62 77
68 65 89
68 79 83
88 86 60
84 60 83
67 69 88
63 89 73
62 61 84
78 64 90
67 90 66
85 61 90
66 63 65
73 62 82
90 66 84
88 65 84
83 90 77
73 63 88
80 88 69
65 74 68
82 73 79
64 78 68
60 83 79
84 67 82
64 90 90
77 75 84
90 85 74
83 68 85
69 88 67
70 86 78
60 79 72
80 67 69
60 68 76
61 78 85
89 61 72
63 90 72
70 63 71
60 79 84
90 88 72
73 68 74
62 77 75
69 89 62
65 89 83
64 69 81
68 76 64
62 84 85
86 75 78
80 71 60
61 75 85
76 89 80
82 65 68
64 82 64
82 84 80
82 85 82
85 68 88
76 60 65
70 79 70
86 85 83
85 69 79
78 81 90
68 90 79
72 71 61
71 80 74
72 62 77
82 79 83
72 84 67
83 83 87
65 77 63
60 85 87
62 60 90
75 65 66
81 78 62
81 86 64
88 79 84
80 84 66
67 77 67
60 80 75
67 76 86
62 69 61
78 84 69
85 72 69
70 68 62
72 80 78
78 79 69
71 80 65
77 79 76
74 90 67
89 67 73
73 83 79
81 89 87
80 63 74
81 64 70
81 76 67
81 70 67
85 80 81
89 90 80
80 73 79
78 89 70
77 81 82
75 68 89
68 69 64
88 82 74
61 79 67
85 86 88
77 65 88
80 65 82
70 77 78
70 66 75
63 79 72
83 61 69
64 72 81
71 65 78
78 78 88
70 72 77
73 68 67
61 78 69
71 80 76
84 90 76
72 85 84
77 88 62
67 65 68
66 82 60
69 65 73
62 79 61
77 72 62
67 66 76
68 88 62
61 89 80
69 68 87
81 63 63
63 90 69
60 76 88
77 62 61
72 62 65
88 69 88
69 78 74
68 76 77
79 64 68
82 83 68
79 64 79
64 63 73
83 61 74
68 73 72
75 82 68
63 86 66
74 88 88
74 72 90
62 79 67
73 71 84
89 90 69
69 63 66
87 79 87
65 60 69
76 88 79
90 72 63
69 61 84
83 60 60
67 83 63
83 64 74
72 60 84
85 65 88
65 72 78
64 63 69
72 85 77
77 65 67
63 71 82
64 80 71
75 79 73
67 76 87
64 88 60
81 73 84
77 71 79
68 77 86
89 84 60
86 78 67
78 68 78
90 84 90
63 61 87
77 61 72
64 73 80
73 68 76
79 72 87
80 73 62
88 70 76
84 73 88
81 72 80
89 62 90
64 78 60
77 70 84
82 77 80
75 77 90
76 88 70
77 84 73
90 70 87
60 78 63
83 72 60
65 89 72
78 80 78
69 88 88
87 83 65
88 90 70
61 89 89
65 82 87
88 89 70
89 76 61
87 72 84
82 87 90
80 60 79
78 78 71
74 77 60
75 81 86
80 87 63
75 70 84
60 81 75
80 60 60
83 60 88
78 79 79
90 78 67
71 84 77
76 66 64
70 62 61
77 82 73
61 87 73
89 62 69
67 68 73
77 64 86
81 81 90
71 90 74
65 67 79
82 90 72
65 64 71
69 81 61
64 70 86
85 85 62
62 83 78
81 75 71
79 65 69
78 79 81
60 76 67
87 64 88
90 79 67
86 73 77
72 68 86
63 64 88
74 65 66
60 72 68
78 76 61
60 70 69
82 83 63
75 60 90
60 79 65
88 76 68
85 89 84
76 81 76
83 78 78
85 64 61
75 78 76
68 77 65
73 62 66
89 61 62
87 68 90
67 63 88
74 82 89
90 84 63
71 60 75
86 70 65
68 89 68
86 78 85
79 69 72
84 61 73
63 62 82
71 86 63
82 81 64
61 64 73
81 78 69
79 64 87
73 76 84
72 86 85
73 78 78
63 78 76
84 80 73
77 74 72
65 76 72
77 77 88
87 89 76
85 74 68
89 77 77
88 86 77
69 85 67
62 66 80
83 75 81
89 77 85
70 71 81
87 79 90
86 78 76
81 66 66
60 76 61
87 64 90
66 74 83
61 74 88
79 78 89
78 61 80
69 85 66
80 88 71
78 90 70
72 76 77
64 63 76
70 69 87
65 83 60
74 82 80
65 65 90
87 69 72
90 71 69
84 67 90
63 86 83
74 81 85
68 60 63
80 70 82
73 67 66
82 81 76
68 62 72
88 83 87
82 65 68
65 82 85
60 79 70
73 90 85
73 60 77
66 65 89
61 60 81
71 77 61
78 87 82
85 62 74
72 67 73
89 77 64
63 78 70
77 74 85
72 77 70
72 61 82
82 89 71
65 82 90
66 60 85
74 78 84
64 65 75
75 65 66
78 88 70
63 65 61
81 61 60
87 86 90
61 80 76
82 80 65
77 60 87
74 74 82
87 85 61
80 71 81
68 73 61
72 70 80
67 83 85
80 86 71
72 73 65
66 67 75
78 74 71
80 69 64
81 79 88
78 66 79
75 79 86
68 60 78
87 88 76
66 74 75
79 78 88
75 62 72
64 67 88
65 80 80
66 82 78
76 62 66
74 88 62
70 88 75
75 62 79
71 88 61
84 68 87
80 70 79
88 86 80
61 66 64
71 79 80
90 70 63
63 90 84
88 87 72
80 75 78
85 78 77
66 81 72
90 86 62
75 83 85
80 69 61
80 60 83
63 90 60
60 82 90
87 60 69
61 79 81
67 87 84
86 60 83
72 81 90
79 68 69
62 89 76
70 82 85
67 64 73
87 88 68
68 84 73
72 90 69
61 78 78
67 78 88
62 73 87
89 77 86
88 60 90
75 79 87
81 63 67
63 66 88
60 68 67
69 75 85
69 86 83
73 77 78
61 81 79
66 76 76
82 65 70
66 70 86
69 78 64
88 73 90
70 76 74
82 71 90
74 89 68
84 81 83
85 72 66
74 76 79
66 65 83
66 87 82
63 74 62
88 77 86
70 65 62
87 74 74
75 62 62
69 83 78
75 80 70
63 62 89
89 81 90
83 72 88
61 86 77
84 82 73
87 88 77
65 75 70
90 70 72
71 85 82
74 90 79
65 68 65
75 68 60
79 79 81
84 65 66
83 87 89
89 79 78
84 60 84
62 64 81
79 79 85
61 68 90
88 71 86
78 90 68
87 77 90
85 75 90
70 67 69
72 60 78
88 68 77
90 65 71
75 64 75
85 89 71
88 71 71
79 76 83
63 87 80
74 67 63
86 82 66
86 74 60
76 82 79
88 66 63
85 62 86
64 73 90
70 87 90
76 73 70
76 89 65
90 72 70
69 77 71
77 88 79
73 81 82
87 87 73
61 72 82
80 74 70
83 90 82
89 85 66
66 86 62
73 68 87
78 85 74
64 68 78
73 74 82
70 67 77
67 88 63
75 65 71
81 85 70
90 73 90
77 64 60
75 68 75
90 77 60
67 75 82
77 61 81
85 81 72
64 79 79
71 74 66
68 86 75
73 78 69
84 65 88
65 68 70
66 75 63
75 88 86
74 85 87
68 63 71
71 81 69
81 63 76
60 70 75
60 77 61
79 73 74
87 84 78
71 62 82
67 65 70
80 71 81
76 88 60
61 62 61
67 76 77
66 65 69
80 88 76
81 76 74
60 65 67
78 85 77
77 62 65
62 83 69
67 64 70
79 87 76
61 65 77
61 76 72
83 62 86
75 61 67
61 71 83
74 79 70
81 70 88
60 68 72
71 64 74
74 64 63
63 77 71
86 80 60
90 76 69
79 81 63
76 79 60
71 70 74
90 65 70
61 84 90
63 75 65
86 69 88
79 70 72
76 67 77
65 68 82
80 85 70
83 85 77
82 62 90
65 75 88
81 60 88
85 80 75
65 79 87
61 61 68
67 72 75
77 65 67
60 90 83
60 76 70
88 68 69
60 62 73
76 60 78
89 63 63
73 74 73
90 78 84
70 87 63
79 81 71
74 83 80
90 66 64
65 88 70
78 78 82
90 67 66
71 67 63
69 61 89
69 60 67
73 89 79
81 60 61
76 62 60
64 67 76
83 71 68
60 82 75
67 60 80
70 76 60
62 60 79
60 76 66
87 86 72
85 80 85
85 71 80
84 78 68
80 61 75
82 83 83
87 69 60
74 88 63
78 90 65
84 75 63
77 78 83
79 82 61
71 64 66
74 85 81
74 84 62
89 64 89
74 89 62
83 76 64
69 79 86
73 61 70
62 89 85
77 84 62
72 60 71
77 85 81
90 88 76
77 78 74
86 67 60
76 62 90
68 61 88
78 86 67
63 78 61
85 84 88
64 75 88
84 71 89
63 87 63
81 66 64
66 80 76
65 82 79
67 85 73
69 62 89
69 69 86
60 74 79
63 90 62
70 65 70
60 69 81
87 73 71
74 81 77
69 86 79
66 80 66
86 77 76
80 76 80
85 66 90
63 68 89
89 69 72
88 65 73
79 79 67
67 84 70
63 60 63
84 87 75
86 68 72
61 71 89
89 72 66
60 71 61
64 88 88
89 63 85
87 69 67
75 80 87
87 90 69
71 88 85
82 63 66
63 64 83
75 60 78
72 61 68
72 87 64
69 64 78
72 88 82
68 79 72
86 88 90
82 74 68
76 74 67
62 88 81
63 78 62
86 77 80
73 78 74
67 63 86
63 70 78
70 86 65
71 79 60
77 73 71
82 62 63
89 74 84
71 84 60
78 63 79
89 84 82
80 68 84
78 85 88
65 62 72
66 85 90
77 73 87
61 68 87
73 87 62
89 87 86
84 62 64
63 73 80
63 77 86
80 82 84
90 74 85
79 83 80
75 90 82
90 64 67
81 81 85
83 68 83
66 77 68
81 81 90
60 68 71
89 90 80
75 85 76
84 71 79
64 63 65
65 83 79
64 64 69
62 86 71
66 73 79
63 64 71
75 69 65
79 74 61
83 79 71
87 79 77
70 79 86
72 85 62
60 79 81
73 82 75
85 89 63
73 85 80
62 88 89
60 77 85
86 65 90
64 75 90
60 80 84
64 62 60
79 84 89
74 81 89
85 62 63
88 74 69
81 85 66
69 73 80
80 87 84
75 65 68
73 72 61
62 66 71
69 62 72
61 82 72
90 61 71
61 75 78
61 76 74
64 68 61
68 71 71
75 80 75
70 72 80
73 61 80
66 65 88
78 69 82
68 87 90
64 81 85
83 75 89
73 71 83
78 71 88
75 70 90
82 81 68
85 79 69
60 75 69
77 79 71
61 87 71
60 81 76
66 69 71
78 63 86
66 88 76
80 77 71
77 72 75
90 63 84
72 80 60
84 70 63
69 80 66
66 76 78
88 60 77
65 77 60
83 90 87
65 84 77
86 82 63
84 81 69
82 65 71
74 68 62
74 77 85
86 89 78
71 74 61
70 72 60
77 77 87
62 84 80
77 90 76
75 77 62
77 77 85
81 82 81
71 62 69
60 63 71
86 66 82
65 70 80
86 89 90
63 80 73
70 65 84
78 71 76
70 82 78
79 71 82
61 60 78
65 79 87
88 74 62
85 71 90
61 85 88
74 72 78
79 79 61
78 65 82
82 82 80
61 84 73
72 67 77
74 63 80
79 71 70
65 88 71
73 67 63
85 86 66
81 70 60
70 86 67
65 81 88
63 77 73
86 85 88
85 63 64
86 77 74
62 63 84
70 80 62
69 82 65
85 62 67
63 77 70
68 71 63
65 76 64
74 80 84
82 71 86
73 69 69
77 79 80
81 62 63
77 77 82
78 89 80
74 65 76
78 70 87
64 74 90
69 61 83
74 86 61
88 64 72
75 61 73
77 79 64
86 82 61
79 82 84
80 76 80
71 70 73
67 69 61
85 70 78
62 71 63
75 67 65
60 84 77
89 90 66
90 74 88
62 71 85
61 73 73
88 64 71
72 67 76
78 76 73
70 62 60
70 84 64
82 69 80
63 66 78
61 83 90
87 78 62
77 74 74
69 64 90
79 71 85
60 85 67
87 72 80
63 66 75
76 70 69
67 66 62
62 73 78
70 77 85
63 63 73
90 70 86
60 67 77
71 78 62
62 74 89
76 83 65
88 63 69
90 81 83
74 82 71
64 62 86
60 62 61
79 67 70
67 81 63
68 70 68
71 75 85
71 75 85
68 89 79
83 80 77
80 84 90
87 74 67
68 66 83
64 69 89
60 81 89
85 76 62
81 76 68
76 80 89
68 72 62
60 84 63
78 87 63
88 77 78
69 83 78
61 82 70
81 79 78
73 82 83
72 66 86
81 72 78
89 81 69
87 77 61
60 87 71
79 60 61
68 88 90
73 64 85
76 79 64
64 70 70
85 63 85
68 72 74
75 77 84
62 82 70
82 85 75
61 83 78
72 88 87
82 88 73
82 66 85
90 87 73
81 83 77
66 81 79
75 76 67
62 90 86
77 82 67
85 73 86
87 79 78
87 61 66
85 86 64
88 68 61
80 62 73
75 71 88
81 90 70
65 84 74
75 82 64
70 72 74
73 90 74
67 90 83
70 79 68
69 79 79
81 81 80
60 90 71
81 90 71
64 70 79
70 64 78
81 84 86
81 75 68
81 82 87
60 81 85
79 90 76
75 81 68
74 79 73
86 72 75
88 72 67
71 83 79
68 68 86
77 73 64
68 77 67
81 83 84
66 78 72
71 79 66
75 74 70
71 85 73
76 83 71
65 61 82
86 84 73
64 68 81
65 83 80
78 70 86
87 74 87
67 64 82
84 75 77
85 85 79
77 61 69
66 67 65
75 61 60
83 70 79
90 61 90
76 70 71
69 88 60
77 82 61
69 89 67
78 77 65
79 84 78
73 78 61
60 85 73
68 82 63
65 82 74
73 80 90
61 60 78
83 89 70
67 80 60
74 78 71
61 86 85
85 88 85
65 71 76
69 72 84
64 79 71
85 85 60
84 66 75
83 69 80
68 63 89
76 68 88
60 60 60
88 88 64
68 72 65
71 65 85
63 89 82
89 69 82
87 61 64
80 89 60
69 76 76
84 82 85
72 90 69
78 89 85
60 65 82
82 65 72
90 81 80
69 72 60
82 90 84
80 65 79
77 63 70
64 62 85
89 81 63
62 65 67
88 84 75
73 86 60
87 79 69
65 81 84
90 71 61
64 83 90
67 79 72
65 85 78
66 64 90
82 87 60
66 65 82
84 64 63
72 64 64
67 68 63
77 89 88
90 81 81
88 90 89
83 83 76
89 78 83
88 74 77
62 64 90
85 82 87
79 65 82
88 70 87
69 88 62
84 69 63
84 84 60
74 69 75
65 81 76
64 64 75
82 80 76
66 75 81
76 78 90
79 85 68
84 74 61
90 90 72
76 72 90
70 81 90
63 72 90
88 72 87
75 83 67
67 75 82
80 61 60
74 71 79
85 68 78
88 81 68
87 77 78
75 90 72
89 81 77
84 87 66
60 72 61
79 61 66
61 63 78
80 80 68
89 84 70
90 63 69
72 66 65
69 88 64
81 83 74
75 68 90
63 70 65
72 67 60
68 67 70
74 85 78
78 74 67
88 71 78
74 86 89
78 60 80
67 84 73
63 83 82
64 75 87
70 79 60
64 76 76
66 83 80
85 78 66
74 80 60
72 87 78
90 68 70
83 70 78
75 68 82
68 74 84
84 81 60
85 88 76
89 71 75
70 61 63
87 66 72
84 73 82
89 67 69
80 68 69
65 71 87
60 89 73
86 69 82
68 88 80
64 63 68
68 81 61
85 75 85
90 66 64
75 80 86
81 90 74
88 73 76
76 81 62
87 65 70
72 79 81
65 75 65
62 62 65
90 67 74
77 79 81
64 61 75
70 74 73
84 90 83
63 75 73
72 75 87
78 87 73
67 71 75
77 68 64
64 87 81
77 72 67
82 88 79
68 75 74
85 76 84
83 68 75
76 64 70
88 89 61
85 68 87
69 80 87
67 69 60
63 72 65
68 79 66
77 65 61
82 76 86
89 64 77
60 90 66
65 81 65
80 83 84
60 87 72
89 73 86
86 84 72
63 84 84
79 64 74
76 85 81
66 69 84
62 80 66
86 84 83
82 84 90
90 82 81
73 80 82
70 90 64
76 63 71
63 82 68
77 88 69
86 77 77
78 78 65
85 78 83
62 79 78
69 75 61
61 81 83
73 85 88
72 78 75
69 61 81
90 80 90
87 74 74
67 67 70
78 90 90
78 71 78
68 84 77
67 82 68
90 85 84
79 76 84
78 67 82
88 70 80
69 63 71
61 67 61
84 78 70
83 82 90
72 85 89
81 67 73
76 78 90
81 78 68
69 76 63
90 63 69
